序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
213,2455,百川股份,7.43,5.39,0.38,369554,273457595.7,10.21,7.68,6.96,6.96,7.05,2.8,7.12,40.63,2.5,4415311619,3857882726,-0.13,0,-0.54,-0.54
214,301038,深水规院,17.84,5.38,0.91,76481,136423859.8,5.79,18.3,17.32,17.32,16.93,1.9,4.46,57.94,3.43,3061344000,3061344000,-0.17,-0.22,-0.22,-5.26
215,601956,东贝集团,5.11,5.36,0.26,244333,125284684,7.22,5.34,4.99,4.99,4.85,3.22,3.95,24.98,1.27,3177306224,3161189336,0,0,9.89,5.8
216,688657,浩辰软件,44.4,5.36,2.26,7785,34172405,8.35,44.89,41.37,41.37,42.14,1.47,1.93,46.17,2.05,2908834387,1793289316,-0.09,-0.11,16.97,11.95
217,832978,开特股份,22.62,5.36,1.15,40168,89444807.16,7.92,22.92,21.22,21.25,21.47,1.1,4.01,20.74,5.94,4054894406,2265776364,0.18,-0.22,40.32,67.56
218,300789,唐源电气,25.39,5.35,1.29,74236,189435748.8,9.13,26.3,24.1,24.18,24.1,1.32,7.51,50.45,3.58,3649052730,2509083725,0.04,0.04,60.19,69.95
219,300082,奥克股份,5.96,5.3,0.3,182948,109341469,9.89,6.19,5.63,5.65,5.66,2.76,2.7,-22.77,1.45,4053385272,4042119459,0,0,-2.61,-4.94
220,920029,开发科技,109,5.28,5.47,68144,722192972.5,9.6,110.44,100.5,102.3,103.53,0.88,21.43,24.77,4.74,14591466703,3465473406,-0.45,-0.62,258.79,258.79
221,688129,东来技术,20.73,5.28,1.04,14703,29954234,7.57,20.8,19.31,19.51,19.69,1.54,1.22,29.3,2.9,2497525524,2497525524,0.34,0.44,30.71,22.81
222,838227,美登科技,67.5,5.25,3.37,16676,107527193.1,14.35,69.82,60.62,63.3,64.13,1.68,9.46,48.05,6.4,2628551250,1189600020,1.28,1.5,32.77,39.03
223,622,*ST恒立,2.21,5.24,0.11,221542,45729373,10,2.21,2,2,2.1,3.91,5.21,-43.47,5.64,939749460,939749460,0,0,-6.75,6.25
224,300850,新强联,27.73,5.24,1.38,97036,267414461.3,8.05,28.2,26.08,26.08,26.35,2.12,3.95,-206.74,2.06,9948001706,6806216526,-0.22,-0.54,49.89,45.11
225,834599,同力股份,21.34,5.23,1.06,132026,273998868.7,7.84,21.5,19.91,20,20.28,1.48,3.82,9.41,3.16,9763583500,7378291044,-0.05,-0.28,53.19,67.24
226,2495,佳隆股份,2.62,5.22,0.13,912770,233748059.3,7.23,2.64,2.46,2.47,2.49,1.58,12.79,115.64,2.21,2451339072,1870509446,0.38,0,13.91,3.15
227,656,*ST金科,1.41,5.22,0.07,731562,101699184.8,5.22,1.41,1.34,1.35,1.34,0.9,1.38,-1.06,-4,7528999301,7489557963,0,0,-16.07,-18.5
228,300710,万隆光电,17.2,5.2,0.85,38326,65408154.85,9.72,17.79,16.2,16.34,16.35,2.28,4.3,96.72,2.55,1711233160,1533125234,-0.29,-0.23,-0.29,-3.7
229,600814,杭州解百,8.73,5.18,0.43,555144,486736517,11.33,9.13,8.19,8.29,8.3,2.35,7.61,25.94,1.76,6417471871,6368466452,0,-0.23,20.91,5.31
230,2259,ST升达,2.64,5.18,0.13,132482,33980023.07,6.77,2.64,2.47,2.47,2.51,1.79,1.76,-73.33,8.83,1986146625,1986146625,0,0,18.39,10.92
231,2186,全 聚 德,11.97,5.18,0.59,337503,391432923.3,8.79,12.05,11.05,11.17,11.38,2.58,11.01,107.64,4.38,3673851408,3668940716,-0.25,0.59,8.62,3.19
232,833523,德瑞锂电,24.5,5.15,1.2,28168,67503190.24,6.95,24.64,23.02,23.02,23.3,1.11,3.48,12.4,4.18,2481883541,1985468069,0.37,-0.04,10.06,22.56
233,688179,阿拉丁,16.17,5.14,0.79,75452,121394320,9.36,16.5,15.06,15.25,15.38,1.37,2.72,45.29,4.32,4485320641,4485320641,-0.06,0.06,10.98,18.03
234,301501,恒鑫生活,51.94,5.14,2.54,58758,293774192.8,10.75,52.4,47.09,48.52,49.4,1.71,24.3,24.09,2.72,5297880000,1256136801,0.39,0.13,30.11,30.11
235,2254,泰和新材,11.88,5.13,0.58,628422,738965818.1,10.53,12.33,11.14,11.22,11.3,1.24,7.68,50.89,1.45,10251795902,9723075754,-0.08,-0.25,31.71,26.38
236,605500,森林包装,6.98,5.12,0.34,51796,35712991,7.08,7.08,6.61,6.64,6.64,2.92,1.25,16.02,1.14,2892512000,2892512000,-0.14,0,-1.27,0.29
237,832225,利通科技,16.04,5.11,0.78,36664,57714778.3,6.36,16.11,15.14,15.14,15.26,1.24,4.43,18.99,3.02,2035779060,1327825750,-0.31,-0.31,46.22,57.25
238,300132,青松股份,5.55,5.11,0.27,174282,95539111.1,7.2,5.61,5.23,5.23,5.28,1.54,3.43,67.37,2.25,2867023917,2819851126,0,0,13.5,12.58
239,2297,博云新材,6.59,5.1,0.32,422645,282528490.3,10.85,6.9,6.22,6.22,6.27,3.68,7.37,-56.18,1.84,3776760757,3776760757,0,-0.45,1.54,-4.22
240,2215,诺 普 信,8.86,5.1,0.43,350503,308994482.9,9.85,9.2,8.37,8.44,8.43,2.4,4.41,13.7,2.3,8905995007,7034924303,-0.34,-0.34,-18.86,-21.1
241,603828,ST柯利达,5.37,5.09,0.26,37543,19907668,4.11,5.37,5.16,5.16,5.11,0.49,0.63,141.71,4.26,3200306048,3200195786,0,0,76.07,85.17
242,1309,德明利,133.46,5.09,6.47,62072,826780205.4,10.45,138.26,124.99,125.51,126.99,1.21,7.08,38.4,8.53,21589865039,11695920979,-0.05,-0.48,44.63,53.05
243,300144,宋城演艺,10.34,5.08,0.5,1217640,1234440121,7.62,10.48,9.73,9.77,9.84,1.71,5.17,20.18,3.36,27118412350,24358108775,-0.48,-0.39,21.08,11.3
244,301212,联盛化学,23.2,5.07,1.12,38417,88652501.67,11.82,24.22,21.61,22.07,22.08,2.01,14.23,138.97,1.88,2505600000,626400000,-0.22,-0.04,14.45,12.24
245,600715,*ST文投,2.28,5.07,0.11,465037,104998945,4.61,2.28,2.18,2.18,2.17,2.44,1.75,-10.15,8.29,9256465980,6070208709,0,0,6.54,1.33
246,2251,ST步步高,4.57,5.06,0.22,498189,226851572.1,3.22,4.57,4.43,4.46,4.35,1.72,3.29,10.14,1.56,12287357579,6916160566,0,0,17.48,15.7
247,300998,宁波方正,17.03,5.06,0.82,69416,118291385.9,6.85,17.55,16.44,17.51,16.21,2.16,6.45,-104.99,1.83,2335991987,1833800277,-0.23,-0.35,12.19,14.22
248,603500,祥和实业,8.15,5.03,0.39,144984,115787184,6.57,8.19,7.68,7.7,7.76,0.86,4.25,37.16,2.84,2801540381,2777489975,-0.12,-0.12,13.19,5.84
249,584,*ST工智,1.88,5.03,0.09,180027,33805774,2.79,1.88,1.83,1.88,1.79,0.34,2.37,56.96,2.55,1430562645,1426665672,0,0,-43.2,-42.33
250,4,国华网安,10.23,5.03,0.49,115286,116019634,7.19,10.31,9.61,9.69,9.74,1.53,9.13,-28.35,8.48,1354250285,1291927191,0.2,0.2,-22.5,-26.08
251,603003,*ST龙宇,5.22,5.03,0.25,45345,23536890,6.44,5.22,4.9,4.9,4.97,0.9,1.21,-17.93,0.55,1964251203,1964251203,0,0,7.85,7.19
252,831278,泰德股份,13.38,5.02,0.64,49452,65197258.87,6.44,13.44,12.62,12.71,12.74,0.89,5.07,61.9,5.6,2080937880,1304696056,0.22,-0.15,29.28,53.26
253,809,*ST和展,3.57,5,0.17,215170,75790516.16,6.18,3.57,3.36,3.36,3.4,2.59,2.61,-28.61,1.08,2944504916,2944504916,0,0,9.51,16.67
254,603579,荣泰健康,21.42,5,1.02,96647,207292012,10.98,22.4,20.16,21.03,20.4,0.69,5.45,20,2,3799833651,3799833651,-0.14,-0.09,56.69,47.72
255,600671,ST目药,12.65,4.98,0.6,40113,50149460,5.15,12.65,12.03,12.09,12.05,1.8,3.3,101.04,29.41,1540502895,1539764742,0,0,48.47,44.08
256,2490,ST墨龙,4.01,4.97,0.19,243794,97063413.88,3.66,4.01,3.87,3.87,3.82,2.01,4.5,-73.21,6.5,3199372084,2171870636,0,0,37.33,44.24
257,603128,华贸物流,7.6,4.97,0.36,3182848,2413944890,8.15,7.89,7.3,7.89,7.24,4.23,24.31,15.8,1.64,9948753354,9948753354,1.33,1.6,26.88,18.2
258,603879,ST永悦,5.07,4.97,0.24,113065,56261241,6,5.07,4.78,4.8,4.83,0.71,3.15,-11.01,6.9,1821876311,1821876311,0,0,37.4,32.03
259,301397,溯联股份,30.18,4.97,1.43,19667,59128517.4,8.56,30.98,28.52,28.84,28.75,1.1,3.59,25,1.87,3619857588,1655230128,-0.07,-0.03,18.26,17.2
260,603559,*ST通脉,8.67,4.96,0.41,27447,23538758,5.93,8.67,8.18,8.34,8.26,2,0.68,-30.95,5.36,3479071408,3479071408,0,0,6.77,-4.52
261,2289,ST宇顺,6.35,4.96,0.3,9735,6181813.9,0,6.35,6.35,6.35,6.05,0.19,0.38,-85.82,7.66,1779611205,1643682470,0,0,61.17,78.37
262,300662,科锐国际,32.02,4.95,1.51,40908,128885124.3,8.06,32.46,30,30.34,30.51,0.8,2.08,30.97,3.18,6301739615,6285000616,0.03,0.06,50.75,52.04
263,603062,麦加芯彩,50.5,4.95,2.38,25782,128217752,6.57,50.97,47.81,48.12,48.12,1.26,7.76,25.87,2.65,5454000000,1677650400,-0.16,-0.26,43.26,40.32
264,601965,中国汽研,18.9,4.94,0.89,107390,201485223,6.61,19.18,17.99,18.16,18.01,2.59,1.08,20.74,2.68,18962099484,18780589176,-0.11,-0.05,11.9,7.88
265,300959,线上线下,38.5,4.93,1.81,28723,109468805.3,7.9,39.34,36.44,36.92,36.69,1.78,5.49,184.98,2.67,3094160300,2012595932,-0.18,-0.13,-28.17,-12.82
266,873679,前进科技,19.81,4.93,0.93,9220,18039542.38,6.46,19.92,18.7,19.14,18.88,0.55,3.53,35.89,2.2,1106388500,517645205,0,-0.1,16.8,20.87
267,688305,科德数控,79.45,4.93,3.73,26605,211281313,6.96,80.57,75.3,75.5,75.72,1.96,2.62,62.27,4.45,8122642732,8080295882,-0.25,-0.28,20.27,16.55
268,601,韶能股份,6.18,4.92,0.29,1610490,979254854.1,8.66,6.35,5.84,6.07,5.89,1.45,14.91,25.45,1.56,6677809314,6677243121,0,-0.32,67.48,60.1
269,300860,锋尚文化,26.36,4.89,1.23,56654,147110021.3,6.96,26.6,24.85,24.89,25.13,1.64,5.06,171.28,1.59,5032950201,2949618864,-0.11,-0.08,-0.9,-5.28
270,600962,国投中鲁,13.33,4.88,0.62,61399,80327276,7.4,13.53,12.59,12.63,12.71,1.3,2.34,119.48,3.9,3495259300,3495259300,0.53,0.38,7.33,1.37
271,688256,寒武纪-U,677.45,4.87,31.45,64046,4282244337,7.16,686.28,640.05,645,646,0.92,1.53,-638.11,52.06,2.82806E+11,2.82806E+11,-0.12,-0.05,-2.39,2.96
272,603683,晶华新材,10.76,4.87,0.5,82272,87684729,8.09,10.95,10.12,10.26,10.26,1.83,3.18,31.62,2.1,2824492350,2784594270,0,0,2.87,19.03
273,534,万泽股份,14.65,4.87,0.68,116183,167794511.2,6.94,14.77,13.8,13.88,13.97,1.52,2.34,38.32,5.43,7385128229,7287008023,0.07,0.21,2.16,13.83
274,832651,天罡股份,30.62,4.86,1.42,17066,51361416.47,8.7,31.07,28.53,28.75,29.2,1.14,11.17,18.61,3.72,1867820000,467716550,0.2,0.23,10.9,23.72
275,430489,佳先股份,26.35,4.85,1.22,171192,455766175.9,7.64,27.29,25.37,25.4,25.13,1.15,19.98,215.86,7.22,3595699920,2258030286,-0.19,-0.57,32.21,60.67
276,300351,永贵电器,15.81,4.84,0.73,166310,261110790,8.69,16.29,14.98,15.11,15.08,2.03,6.35,45.69,2.56,6132291055,4140362199,-0.06,-0.25,-8.35,-10.88
277,301310,鑫宏业,29.9,4.84,1.38,36081,107665672.1,7.82,30.69,28.46,28.6,28.52,1.37,7.27,34.96,1.78,4064547396,1483870024,-0.1,-0.03,12.07,16.8
278,953,河化股份,5.65,4.82,0.26,379966,213394294,8.72,5.78,5.31,5.39,5.39,0.99,10.38,19.57,14.29,2068590402,2068590402,-0.35,-0.35,7.41,1.07
279,922,佳电股份,10.68,4.81,0.49,136468,143284697,6.48,10.75,10.09,10.11,10.19,1.83,2.32,28.95,1.67,7424913865,6272564282,-0.09,-0.19,-0.19,-5.4
280,603103,横店影视,15.92,4.81,0.73,140705,222763526,10.01,16.47,14.95,15.18,15.19,1.03,2.22,-104.76,8.65,10096464000,10096464000,-0.13,-0.19,23.89,10.63
281,300797,钢研纳克,16.56,4.81,0.76,338604,543238394.9,14.11,17.21,14.98,15.45,15.8,1.18,9.02,43.75,5.35,6344136000,6218469943,-0.24,0.12,43.13,40.22
282,688722,同益中,17.66,4.81,0.81,134585,236727794,8.78,18.1,16.62,16.81,16.85,1.23,6.01,30.47,2.96,3967613922,3957697832,-0.11,-0.06,42.65,38.51
283,510,新金路,5.03,4.79,0.23,1816656,875428862.1,17.29,5.26,4.43,4.7,4.8,2.73,29.94,-71.5,2.4,3262174253,3051524030,-0.59,-1.18,38.19,39.72
284,688293,奥浦迈,41.37,4.79,1.89,8348,34222816,7.24,41.86,39,39.01,39.48,0.96,1.08,223.14,2.24,4697511953,3202423072,0.24,0.36,8.9,13.4
285,430564,天润科技,25.85,4.78,1.18,74845,187802372.5,14.23,27,23.49,24.18,24.67,1.55,22.15,239.87,5.97,1923007815,873276513,-0.42,-1.11,53.87,79.51
286,688690,纳微科技,23.66,4.78,1.08,97413,230299440,9.03,24.26,22.22,22.38,22.58,1.51,2.41,117.8,5.46,9554257340,9554257340,-0.04,-0.17,37.48,34.43
287,3030,祖名股份,19.49,4.78,0.89,114365,216428017.5,9.14,19.86,18.16,18.4,18.6,1.23,14.12,-151.28,2.4,2431962200,1578658329,-0.2,-0.36,29.07,26.72
288,301498,乖宝宠物,101.27,4.76,4.6,21081,211175722.8,6.93,102.5,95.8,96.35,96.67,1.18,1.18,64.59,10.17,40512506515,18129549737,0.03,-0.02,19.75,29.3
289,600793,宜宾纸业,17.66,4.74,0.8,94412,164803101,8.96,18.18,16.67,16.84,16.86,0.91,5.34,-18.07,6.94,3124124675,3124124675,-0.06,0,-17.67,-23.98
290,2653,海思科,46.65,4.71,2.1,45460,203018895.3,7.09,46.66,43.5,43.95,44.55,0.79,0.85,132.11,12.86,52244173301,24996332256,1.24,1.13,45.24,40.85
291,688021,奥福环保,11.56,4.71,0.52,7968,9048618,6.16,11.58,10.9,10.9,11.04,1,1.04,-21.55,1.03,883342569,883342569,-0.09,0,13.56,10.73
292,600826,兰生股份,8.24,4.7,0.37,226629,183253148,5.97,8.25,7.78,7.81,7.87,1.62,3.08,19.75,1.45,6060796444,6060796444,0.12,0.24,3.52,-4.19
293,300688,创业黑马,27.03,4.69,1.21,92640,246932875,7.98,27.51,25.45,25.5,25.82,1.55,6.25,-78.62,9.32,4524266912,4008389063,0.07,0.11,-4.05,-15.56
294,688233,神工股份,23.45,4.69,1.05,49463,116235662,8.88,24.05,22.06,22.06,22.4,1.45,2.9,97.05,2.23,3993669509,3993669509,-0.09,-0.13,2.49,0
295,300687,赛意信息,28.4,4.68,1.27,236138,662800670,6.49,28.66,26.9,27.13,27.13,1.09,7.14,92.3,4.33,11649198592,9396363735,0.11,0.04,60.72,56.04
296,2570,贝因美,7.64,4.66,0.34,4500063,3137627246,14.25,7.64,6.6,6.6,7.3,1.22,41.67,86.2,5.35,8251531064,8251164344,2.96,3.1,83.65,81.47
297,836208,青矩技术,37.8,4.65,1.68,22406,83602519.38,6.73,38,35.57,36.29,36.12,1.2,3.71,14.87,3.7,3631510940,2285428257,-0.37,-0.45,22.97,21.47
298,609,*ST中迪,2.48,4.64,0.11,132202,32357840.94,5.49,2.49,2.36,2.39,2.37,2.97,4.54,-5.23,2.61,742178495,721889615,0.4,0.4,-3.13,-1.2
299,688603,天承科技,75.6,4.64,3.35,13115,97844792,6.91,75.99,71,72,72.25,1.52,4.23,84.99,5.66,6347163715,2345286560,-0.03,0.01,-7.35,-5.9
300,603990,麦迪科技,13.3,4.64,0.59,160593,211840171,6.53,13.39,12.56,12.56,12.71,1.37,5.24,-18.27,4.44,4073560322,4073560322,0,0.08,4.89,29.38
301,600665,天地源,2.93,4.64,0.13,167040,48383225,5.71,2.94,2.78,2.78,2.8,1.95,1.93,18.92,0.63,2531878987,2531878987,0,0,-7.57,-6.39
302,832089,禾昌聚合,15.39,4.62,0.68,42167,64014060.95,6.46,15.53,14.58,14.58,14.71,1.2,4.51,14.59,2.07,2318780520,1438977604,-0.26,-0.19,27.09,36.56
303,300931,通用电梯,6.36,4.61,0.28,103122,66064496.08,11.18,6.68,6,6.1,6.08,2.07,5.25,136.93,2.21,1527328560,1248849047,-0.16,0.16,-3.93,-3.2
304,871642,通易航天,15.45,4.6,0.68,160116,240433713.5,18.69,16.65,13.89,13.89,14.77,1.08,15.9,-779.59,6.42,1601705795,1555921265,-0.64,-0.83,41.87,33.54
305,837663,明阳科技,24.62,4.59,1.08,20830,50402872.43,7.09,24.77,23.1,23.3,23.54,0.96,4.28,24.14,6.81,2540784000,1199250565,-0.24,-0.16,49.94,70.74
306,301618,长联科技,88,4.59,3.86,45763,406078291.9,7.15,91.67,85.65,85.65,84.14,4.74,28.41,75.81,6.15,5670711200,1417680000,-0.23,-0.32,4.14,4.27
307,600081,东风科技,13.69,4.58,0.6,209369,285962127,8.86,14.09,12.93,12.99,13.09,1.13,3.79,92.71,1.66,7570928267,7570928267,-0.07,-0.15,36.63,33.56
308,300830,金现代,7.77,4.58,0.34,166466,129175447.7,9.15,8,7.32,7.36,7.43,2.54,5.28,-64.08,2.9,3342078593,2451978667,-0.13,-0.26,-6.39,-4.55
309,603535,嘉诚国际,9.64,4.56,0.42,237806,223716823,13.12,10.14,8.93,9.18,9.22,1.25,4.98,24.07,1.98,4925200587,4604924833,0.31,0,12.22,19.9
310,793,ST华闻,2.53,4.55,0.11,626595,157809015.5,5.79,2.54,2.4,2.4,2.42,1.82,3.2,-36.14,6.07,5053031006,4961351796,0,0,0.4,-5.6
311,603093,南华期货,12.41,4.55,0.54,108115,132058335,8.26,12.73,11.75,11.76,11.87,1.33,1.77,16.53,1.84,7570917732,7570917732,-0.4,-0.24,9.53,4.29
312,834033,康普化学,19.52,4.55,0.85,16557,32193331.04,7.18,19.84,18.5,18.6,18.67,1.11,2,28.96,3.23,2325520080,1615539850,-0.05,-0.05,0.46,3.77
313,300621,维业股份,8.3,4.53,0.36,89191,75011110.5,13.1,8.88,7.84,7.99,7.94,2.66,4.55,97.29,1.94,1726870610,1628026607,-0.12,-0.36,-7.26,-12.72
314,837023,芭薇股份,22.81,4.49,0.98,76515,170091106.3,11.18,23.47,21.03,21.03,21.83,0.88,22.33,32.1,4.89,1957098000,781616812,0.09,-0.26,58.95,61.54
315,300949,奥雅股份,30.46,4.49,1.31,16701,50444551,7.1,31,28.93,29.14,29.15,1.88,4.87,-13.32,2.11,1843027990,1044810379,-0.23,-0.03,-19.14,-36.14
316,301518,长华化学,19.84,4.48,0.85,92394,181192976,6.32,20.1,18.9,18.9,18.99,0.88,17.28,62.47,1.97,2781135567,1060551724,-0.1,-0.05,12.22,23.46
317,831039,国义招标,10.06,4.47,0.43,25638,25558943.99,8.31,10.28,9.48,9.57,9.63,0.84,1.67,27.81,2.89,1547429200,1547428194,-0.4,-0.3,27.02,32.37
318,300538,同益股份,14.02,4.47,0.6,52822,73917959.9,7.9,14.28,13.22,13.41,13.42,1.64,4.6,305.81,2.43,2550498393,1610778017,-0.07,-0.21,-4.43,-7.94
319,688141,杰华特,36.37,4.45,1.55,155746,571298185,9.1,37.66,34.49,34.49,34.82,0.92,5.9,-27.19,7.85,16253025600,9599723876,0,-0.14,16.46,18.82
320,603041,美思德,11.29,4.44,0.48,32755,36718245,7.49,11.47,10.66,10.78,10.81,2.23,1.79,19.97,1.38,2067737443,2067737443,-0.18,-0.18,4.93,5.61
321,560,我爱我家,3.29,4.44,0.14,2510459,823348721.7,7.62,3.35,3.11,3.12,3.15,1.85,11.13,105.56,0.83,7749597800,7419846176,0.92,1.23,11.53,7.87
322,603985,恒润股份,17.09,4.4,0.72,256005,432393940,7.39,17.25,16.04,16.04,16.37,1.04,5.81,-54.48,2.35,7534263271,7534263271,0,-0.75,58.68,46.32
323,603823,百合花,9.73,4.4,0.41,76227,72944182,5.69,9.78,9.25,9.3,9.32,1.4,1.85,21.12,1.74,4051257760,3999336534,-0.21,0,5.53,4.62
324,300651,金陵体育,14.52,4.39,0.61,117018,166791481.8,7.76,14.88,13.8,13.96,13.91,1.34,15.61,64.37,2.39,1869476688,1088639556,0.14,0.14,17.86,14.69
325,603278,大业股份,9.27,4.39,0.39,137460,127720545,6.64,9.46,8.87,8.87,8.88,1.38,4.02,-22.07,1.46,3168109564,3168109564,0,-0.11,6.43,22.13
326,688484,南芯科技,35.36,4.37,1.48,102011,360918941,8.53,36.1,33.21,33.5,33.88,1.47,3.48,49.62,3.83,15044185792,10359428995,-0.06,-0.06,1.43,-1.89
327,2271,东方雨虹,12.18,4.37,0.51,336210,406574000.7,6.34,12.33,11.59,11.6,11.67,2.09,1.76,268.96,1.28,29094364368,23321409963,-0.08,-0.08,3.66,1
328,603011,合锻智能,10.29,4.36,0.43,925034,968621949,11.16,10.85,9.75,9.75,9.86,1.32,18.71,496.89,2.28,5087524557,5087524557,-0.19,-0.19,43.12,50.22
329,300517,海波重科,10.29,4.36,0.43,84586,86357604.64,10.65,10.65,9.6,9.84,9.86,1.42,6.82,89.64,1.99,2062123481,1276093791,-0.1,0.1,23.23,22.35
330,688521,芯原股份,105.92,4.35,4.42,105764,1124535118,8.47,109.3,100.7,100.79,101.5,0.95,2.12,-87.65,24.82,53050331965,52852946444,-0.22,0.01,106.03,102.02
331,300591,万里马,4.33,4.34,0.18,365037,158339171.4,12.53,4.59,4.07,4.14,4.15,2.19,10.41,-20.22,4.13,1756567454,1518377943,0,0,7.98,5.35
332,300314,戴维医疗,12.3,4.33,0.51,94127,115652967,7.21,12.55,11.7,11.75,11.79,1.36,6.55,61.86,3.03,3542400000,1768019810,-0.24,-0.32,14.1,9.24
333,601116,三江购物,12.32,4.32,0.51,262105,317245875,5.67,12.32,11.65,11.75,11.81,0.95,4.79,41.8,2.12,6747397888,6747397888,0.57,0.41,23.69,13.24
334,603192,汇得科技,16.73,4.3,0.69,36611,60808297,7.29,16.97,15.8,15.8,16.04,1.15,2.64,23.3,1.56,2361500849,2319893339,0,-0.06,11.46,12.74
335,301281,科源制药,30.91,4.28,1.27,28527,88201096.34,7.83,31.95,29.63,29.93,29.64,1.76,4.14,55.37,2.46,3347243900,2128215320,-0.1,-0.23,6,3.34
336,2663,普邦股份,1.71,4.27,0.07,291667,49339825.47,6.1,1.72,1.62,1.63,1.64,1.43,2.09,-6.26,1.2,2946926622,2387926311,0,0,-10.47,-14.07
337,600193,创兴资源,3.66,4.27,0.15,121534,44400699,6.27,3.75,3.53,3.62,3.51,0.56,2.86,-59.44,5.61,1556865180,1556865180,0.27,0.55,14.38,7.96
338,830832,齐鲁华信,8.06,4.27,0.33,29206,23291180.84,7.76,8.16,7.56,7.71,7.73,0.77,2.38,68.5,1.48,1118436752,987511869,0,-0.37,31.91,36.84
339,721,西安饮食,10.03,4.26,0.41,648971,635259886.8,8.94,10.16,9.3,9.45,9.62,1.84,12.67,-48.71,17.29,5756360509,5138973889,0.91,0.91,11.07,0.7
340,603777,来伊份,15.43,4.26,0.63,340582,515810582,8.78,15.66,14.36,14.59,14.8,1.4,10.12,-91.38,2.92,5193119380,5193119380,0.59,0.06,-24.1,0.06
341,833943,优机股份,19.68,4.24,0.8,34380,66205722.46,14.3,20.43,17.73,18.36,18.88,1.36,8.34,25.64,3.28,1997940719,810857485,-0.61,-0.86,23.39,20
342,688159,有方科技,34.48,4.23,1.4,40738,139892916,8.25,35.25,32.52,32.52,33.08,1.14,4.44,32.58,3.71,3171970188,3161108988,-0.09,-0.03,20.56,14.02
343,300892,品渥食品,41.5,4.22,1.68,142775,568329697.3,12.05,42,37.2,37.43,39.82,1.02,22.11,-543.41,4,4150000000,2679343750,0.56,1.19,35.62,29.69
344,300673,佩蒂股份,14.86,4.21,0.6,79767,116389911.1,5.54,14.91,14.12,14.27,14.26,0.93,4.92,17.92,2.02,3697585447,2407175278,0.13,0.13,-15.33,-16.19
345,430685,新芝生物,15.64,4.2,0.63,41684,63736118.08,6.86,15.74,14.71,14.85,15.01,0.49,7.61,25.56,2.65,1431309317,856932491,-0.38,-0.26,47.55,48.53
346,301201,诚达药业,22.2,4.18,0.89,59855,131323545.7,8.63,22.79,20.95,21.1,21.31,0.92,6.86,63.77,1.54,3434646893,1935702893,0.18,0,15.5,10.01
347,419,通程控股,6.26,4.16,0.25,662768,420477593.3,11.48,6.61,5.92,5.95,6.01,3.15,12.19,17.46,1,3402827420,3402827420,0.16,0.48,14.03,9.63
348,688410,山外山,11.51,4.16,0.46,33848,38580471,6.33,11.62,10.92,11.02,11.05,1.32,1.44,49.94,2.19,3698343085,2699711614,0,0.09,10.35,3.14
349,920082,方正阀门,20.06,4.15,0.8,41149,81275363.55,6.23,20.2,19,19.03,19.26,0.84,12.69,32.27,5.85,2915821300,650594245,0.45,0.75,45.26,34.63
350,2977,天箭科技,25.68,4.14,1.02,35368,92006827.24,10.02,27,24.53,24.67,24.66,2.53,5.31,320.52,2.84,3084681600,1710805966,-0.12,-0.16,-1.34,-5.62
351,688136,科兴制药,35.29,4.13,1.4,42540,147201609,6.2,35.66,33.56,33.8,33.89,0.71,2.13,223.8,4.31,7045375003,7045375003,0.83,0.68,100.74,61.44
352,601369,陕鼓动力,8.82,4.13,0.35,220780,193254600,8.03,9.06,8.38,8.41,8.47,2.96,1.31,14.6,1.71,15219783471,14917858995,-0.34,-0.11,8.75,1.38
353,833873,中设咨询,6.07,4.12,0.24,178117,107326158.2,9.61,6.22,5.66,5.75,5.83,0.76,16.16,-6.92,2.92,931059102,668935348,-0.16,-0.33,28.06,37.33
354,2043,兔 宝 宝,11.14,4.11,0.44,221466,246284826.6,6.73,11.33,10.61,10.71,10.7,3.88,3.02,15.76,3.04,9269136402,8170908136,0.09,0,1.55,-6.23
355,688386,泛亚微透,51.34,4.1,2.02,23267,119402607,8.6,53.1,48.86,50.55,49.32,1.14,3.32,35.22,4.93,3593800000,3593800000,-0.08,-0.19,69.49,69.89
356,300420,五洋自控,2.8,4.09,0.11,317789,87568218.5,6.69,2.83,2.65,2.69,2.69,1.18,2.85,-191.26,1.31,3125873971,3125631211,0,0,-9.68,-9.97
357,603682,锦和商管,5.36,4.08,0.21,192120,103160371,9.9,5.61,5.1,5.1,5.15,1.75,4.07,171.66,2.48,2532600000,2532600000,0,-0.19,-31.81,-28.34
358,873690,捷众科技,24.01,4.07,0.94,11661,27701803.96,5.5,24.21,22.94,23.26,23.07,0.91,3.81,18.83,2.86,1591863000,735339864,-0.08,-0.25,32.21,33.98
359,688273,麦澜德,27.62,4.07,1.08,13230,36791715,7.99,28.5,26.38,26.38,26.54,1.07,3.59,27.03,2.1,2762000000,1017155940,-0.07,-0.22,24.19,18.19
360,603908,牧高笛,24.61,4.06,0.96,31716,76861642,6.26,24.78,23.3,23.35,23.65,1.05,3.4,18.65,3.98,2297737260,2297737260,-0.24,-0.2,10.06,11.36
